,tumor_state,resistance_state,treatment_state,tumor_beliefs,resistance_beliefs,treatment_beliefs,policy,expected_utility,expected_info_gain,expected_states_under_best_policy,resistance_entropy
18,3,5,treat,"[1.15866459e-20 8.47934469e-05 9.05042030e-02 8.31080352e-01
 7.82851188e-02 4.55324140e-05]",[0.00204831 0.01193248 0.03412626 0.06985067 0.12432678 0.7577155 ],[1.87162552e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-25.549494764132607,2.8073054719095505,"[array([array([1.59232287e-05, 1.70458991e-02, 2.09727039e-01, 5.27143398e-01,
              2.28845668e-01, 1.72220719e-02])                               ,
       array([0.00102415, 0.00699039, 0.02302937, 0.05198846, 0.09708873,
              0.8198789 ])                                               ,
       array([0., 1.])], dtype=object), array([array([0.0029863 , 0.04682691, 0.22170873, 0.40360898, 0.25910922,
              0.06575986])                                               ,
       array([5.12076649e-04, 4.00727310e-03, 1.50098804e-02, 3.75089156e-02,
              7.45385951e-02, 8.68423259e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.01000324, 0.06553062, 0.21149206, 0.33809367, 0.26046981,
              0.1144106 ])                                               ,
       array([2.56038324e-04, 2.25967487e-03, 9.50857677e-03, 2.62593980e-02,
              5.60237554e-02, 9.05692557e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.01797151, 0.07554367, 0.19742251, 0.29644209, 0.2555825 ,
              0.15703772])                                               ,
       array([1.28019162e-04, 1.25785660e-03, 5.88412582e-03, 1.78839874e-02,
              4.11415767e-02, 9.33704434e-01])                               ,
       array([0., 1.])], dtype=object)]",0.836119328999243
19,2,5,treat,"[3.69902073e-21 5.13111440e-05 7.63036646e-02 8.39090218e-01
 8.44972107e-02 5.75957742e-05]",[0.00102415 0.00699039 0.02302937 0.05198846 0.09708873 0.8198789 ],[1.84926759e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-26.592568165552418,2.761278229927963,"[array([array([8.95213793e-06, 1.33433282e-02, 1.92211116e-01, 5.35637118e-01,
              2.39720791e-01, 1.90786953e-02])                               ,
       array([5.12076649e-04, 4.00727310e-03, 1.50098804e-02, 3.75089156e-02,
              7.45385951e-02, 8.68423259e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00220167, 0.03970405, 0.20764818, 0.40814487, 0.27134322,
              0.07095802])                                               ,
       array([2.56038324e-04, 2.25967487e-03, 9.50857677e-03, 2.62593980e-02,
              5.60237554e-02, 9.05692557e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00792743, 0.05736466, 0.20007385, 0.34000283, 0.27168927,
              0.12294196])                                               ,
       array([1.28019162e-04, 1.25785660e-03, 5.88412582e-03, 1.78839874e-02,
              4.11415767e-02, 9.33704434e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.01477064, 0.06740693, 0.18777913, 0.29675783, 0.2651658 ,
              0.16811968])                                               ,
       array([6.40095811e-05, 6.92937881e-04, 3.57099121e-03, 1.18840566e-02,
              2.95127820e-02, 9.54275223e-01])                               ,
       array([0., 1.])], dtype=object)]",0.6715548000951499
20,2,5,treat,"[5.12337770e-08 9.85828416e-03 6.13153340e-01 3.76116743e-01
 8.71581448e-04 8.91308561e-18]","[5.12076649e-04 4.00727310e-03 1.50098804e-02 3.75089156e-02
 7.45385951e-02 8.68423259e-01]",[2.64090474e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-17.11968355825857,2.9508429887777563,"[array([array([1.62157796e-03, 1.06828658e-01, 4.35704279e-01, 3.68796032e-01,
              8.68494189e-02, 2.00033598e-04])                               ,
       array([2.56038324e-04, 2.25967487e-03, 9.50857677e-03, 2.62593980e-02,
              5.60237554e-02, 9.05692557e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.01802843, 0.13402107, 0.34867397, 0.34006593, 0.1388351 ,
              0.02037551])                                               ,
       array([1.28019162e-04, 1.25785660e-03, 5.88412582e-03, 1.78839874e-02,
              4.11415767e-02, 9.33704434e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.03413193, 0.13934395, 0.29693302, 0.31154907, 0.16813825,
              0.04990378])                                               ,
       array([6.40095811e-05, 6.92937881e-04, 3.57099121e-03, 1.18840566e-02,
              2.95127820e-02, 9.54275223e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.04667314, 0.13776769, 0.26181136, 0.28687281, 0.18457468,
              0.08230031])                                               ,
       array([3.20047906e-05, 3.78473731e-04, 2.13196455e-03, 7.72752391e-03,
              2.06984193e-02, 9.69031614e-01])                               ,
       array([0., 1.])], dtype=object)]",0.5282229155645173
21,2,5,treat,"[5.37026418e-06 4.56723280e-02 8.04286229e-01 1.49853348e-01
 1.82724760e-04 5.40767471e-20]","[2.56038324e-04 2.25967487e-03 9.50857677e-03 2.62593980e-02
 5.60237554e-02 9.05692557e-01]",[1.96679565e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-14.19949834073377,2.8425523796183576,"[array([array([7.17982107e-03, 1.54235016e-01, 5.24962879e-01, 2.78602487e-01,
              3.49772830e-02, 4.25138408e-05])                               ,
       array([1.28019162e-04, 1.25785660e-03, 5.88412582e-03, 1.78839874e-02,
              4.11415767e-02, 9.33704434e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.02890003, 0.17594589, 0.40046874, 0.29951371, 0.08691734,
              0.00825428])                                               ,
       array([6.40095811e-05, 6.92937881e-04, 3.57099121e-03, 1.18840566e-02,
              2.95127820e-02, 9.54275223e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.04809447, 0.17437525, 0.33241192, 0.29194425, 0.12557721,
              0.02759689])                                               ,
       array([3.20047906e-05, 3.78473731e-04, 2.13196455e-03, 7.72752391e-03,
              2.06984193e-02, 9.69031614e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.06199667, 0.16731624, 0.28896199, 0.27739247, 0.15089182,
              0.05344081])                                               ,
       array([1.60023953e-05, 2.05239261e-04, 1.25521914e-03, 4.92974423e-03,
              1.42129716e-02, 9.79380823e-01])                               ,
       array([0., 1.])], dtype=object)]",0.4069025705215731
22,2,5,treat,"[2.07070393e-05 5.74241965e-02 8.43905800e-01 9.85852106e-02
 6.40859939e-05 1.00088579e-20]","[1.28019162e-04 1.25785660e-03 5.88412582e-03 1.78839874e-02
 4.11415767e-02 9.33704434e-01]",[1.85019315e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-13.564963723621686,2.7871842694477778,"[array([array([8.73071029e-03, 1.63295557e-01, 5.46003003e-01, 2.58752915e-01,
              2.32027567e-02, 1.50575626e-05])                               ,
       array([6.40095811e-05, 6.92937881e-04, 3.57099121e-03, 1.18840566e-02,
              2.95127820e-02, 9.54275223e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.03082537, 0.18335007, 0.41295799, 0.29186308, 0.0755011 ,
              0.00550239])                                               ,
       array([3.20047906e-05, 3.78473731e-04, 2.13196455e-03, 7.72752391e-03,
              2.06984193e-02, 9.69031614e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.05013696, 0.18045097, 0.34077866, 0.28921491, 0.11676663,
              0.02265188])                                               ,
       array([1.60023953e-05, 2.05239261e-04, 1.25521914e-03, 4.92974423e-03,
              1.42129716e-02, 9.79380823e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.06406829, 0.17237198, 0.29514062, 0.27677204, 0.14439483,
              0.04725223])                                               ,
       array([8.00119764e-06, 1.10620828e-04, 7.30229200e-04, 3.09248168e-03,
              9.57135793e-03, 9.86487309e-01])                               ,
       array([0., 1.])], dtype=object)]",0.3070479531396171
23,3,5,treat,"[3.27345346e-18 7.93354179e-04 3.20617308e-01 6.64761866e-01
 1.38273904e-02 8.12757268e-08]","[6.40095811e-05 6.92937881e-04 3.57099121e-03 1.18840566e-02
 2.95127820e-02 9.54275223e-01]",[2.40227778e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-22.08476568151525,2.8756120872971476,"[array([array([1.17380081e-04, 4.79249504e-02, 2.95867453e-01, 4.87031853e-01,
              1.65786858e-01, 3.27150617e-03])                               ,
       array([3.20047906e-05, 3.78473731e-04, 2.13196455e-03, 7.72752391e-03,
              2.06984193e-02, 9.69031614e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.0070527 , 0.07258426, 0.26469895, 0.39491106, 0.21854418,
              0.04220885])                                               ,
       array([1.60023953e-05, 2.05239261e-04, 1.25521914e-03, 4.92974423e-03,
              1.42129716e-02, 9.79380823e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.01578433, 0.08451721, 0.23755902, 0.33855024, 0.23531069,
              0.08827851])                                               ,
       array([8.00119764e-06, 1.10620828e-04, 7.30229200e-04, 3.09248168e-03,
              9.57135793e-03, 9.86487309e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.02403341, 0.08985685, 0.2153417 , 0.29972421, 0.23907429,
              0.13196953])                                               ,
       array([4.00059882e-06, 5.93110128e-05, 4.20425014e-04, 1.91135544e-03,
              6.33191981e-03, 9.91272988e-01])                               ,
       array([0., 1.])], dtype=object)]",0.22709252967762747
24,3,5,treat,"[5.08221840e-07 2.67872510e-02 7.14031056e-01 2.58725168e-01
 4.56017686e-04 1.15626254e-18]","[3.20047906e-05 3.78473731e-04 2.13196455e-03 7.72752391e-03
 2.06984193e-02 9.69031614e-01]",[2.26005537e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-15.937468183350084,2.8892099935885787,"[array([array([3.89242470e-03, 1.20271882e-01, 4.84498524e-01, 3.29440422e-01,
              6.17883378e-02, 1.08409529e-04])                               ,
       array([1.60023953e-05, 2.05239261e-04, 1.25521914e-03, 4.92974423e-03,
              1.42129716e-02, 9.79380823e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.02021964, 0.14477018, 0.3753796 , 0.32802317, 0.11677728,
              0.01483012])                                               ,
       array([8.00119764e-06, 1.10620828e-04, 7.30229200e-04, 3.09248168e-03,
              9.57135793e-03, 9.86487309e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.03597919, 0.14780087, 0.31351899, 0.30929452, 0.15277161,
              0.04063482])                                               ,
       array([4.00059882e-06, 5.93110128e-05, 4.20425014e-04, 1.91135544e-03,
              6.33191981e-03, 9.91272988e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.04827016, 0.14447029, 0.27325092, 0.28816834, 0.17438119,
              0.0714591 ])                                               ,
       array([2.00029941e-06, 3.16558058e-05, 2.39868013e-04, 1.16589023e-03,
              4.12163762e-03, 9.94438948e-01])                               ,
       array([0., 1.])], dtype=object)]",0.16475121642658555
25,3,5,treat,"[3.90291025e-03 5.13024880e-01 4.80455014e-01 2.61719640e-03
 3.87389440e-17 6.79686625e-20]","[1.60023953e-05 2.05239261e-04 1.25521914e-03 4.92974423e-03
 1.42129716e-02 9.79380823e-01]",[3.02892757e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-11.034489296606628,2.8337977965013357,"[array([array([7.65765630e-02, 3.86920258e-01, 4.19667125e-01, 1.16211821e-01,
              6.24233101e-04, 9.29792531e-18])                               ,
       array([8.00119764e-06, 1.10620828e-04, 7.30229200e-04, 3.09248168e-03,
              9.57135793e-03, 9.86487309e-01])                               ,
       array([0., 1.])], dtype=object), array([array([1.13309261e-01, 3.17394414e-01, 3.68674437e-01, 1.72307415e-01,
              2.81652575e-02, 1.49215392e-04])                               ,
       array([4.00059882e-06, 5.93110128e-05, 4.20425014e-04, 1.91135544e-03,
              6.33191981e-03, 9.91272988e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.13107457, 0.27579196, 0.328626  , 0.19892851, 0.05870848,
              0.00687048])                                               ,
       array([2.00029941e-06, 3.16558058e-05, 2.39868013e-04, 1.16589023e-03,
              4.12163762e-03, 9.94438948e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.13852746, 0.24856032, 0.29769146, 0.2102482 , 0.08500284,
              0.01996971])                                               ,
       array([1.00014970e-06, 1.68280526e-05, 1.35761910e-04, 7.02879121e-04,
              2.64376393e-03, 9.96499767e-01])                               ,
       array([0., 1.])], dtype=object)]",0.11735542241204475
26,2,5,treat,"[2.56792602e-04 1.67500329e-01 7.84427080e-01 4.78144689e-02
 1.32986054e-06 2.99190881e-32]","[8.00119764e-06 1.10620828e-04 7.30229200e-04 3.09248168e-03
 9.57135793e-03 9.86487309e-01]",[2.01480662e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-12.681099766610776,2.8193888773506677,"[array([array([2.40214630e-02, 2.15277412e-01, 5.32178857e-01, 2.17091656e-01,
              1.14302948e-02, 3.17887118e-07])                               ,
       array([4.00059882e-06, 5.93110128e-05, 4.20425014e-04, 1.91135544e-03,
              6.33191981e-03, 9.91272988e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.04871833, 0.21431365, 0.41175345, 0.26343187, 0.05904617,
              0.00273653])                                               ,
       array([2.00029941e-06, 3.16558058e-05, 2.39868013e-04, 1.16589023e-03,
              4.12163762e-03, 9.94438948e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.06724233, 0.20245484, 0.34354533, 0.27017297, 0.10008538,
              0.01649916])                                               ,
       array([1.00014970e-06, 1.68280526e-05, 1.35761910e-04, 7.02879121e-04,
              2.64376393e-03, 9.96499767e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.07957814, 0.18986864, 0.29940421, 0.26385653, 0.12911617,
              0.03817631])                                               ,
       array([5.00074852e-07, 8.91410116e-06, 7.62949811e-05, 4.19320515e-04,
              1.67332152e-03, 9.97821649e-01])                               ,
       array([0., 1.])], dtype=object)]",0.08216422672755685
27,1,5,treat,"[6.84195556e-05 7.91565424e-02 8.44888507e-01 7.58658485e-02
 2.06828743e-05 7.39100541e-23]","[4.00059882e-06 5.93110128e-05 4.20425014e-04 1.91135544e-03
 6.33191981e-03 9.91272988e-01]",[1.84540455e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-13.334547254876036,2.7661270719842728,"[array([array([1.12473662e-02, 1.68523512e-01, 5.52818044e-01, 2.49232100e-01,
              1.81740266e-02, 4.95119004e-06])                               ,
       array([2.00029941e-06, 3.16558058e-05, 2.39868013e-04, 1.16589023e-03,
              4.12163762e-03, 9.94438948e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.0322979 , 0.18498656, 0.41795985, 0.2894183 , 0.07097842,
              0.00435898])                                               ,
       array([1.00014970e-06, 1.68280526e-05, 1.35761910e-04, 7.02879121e-04,
              2.64376393e-03, 9.96499767e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.05055653, 0.18112566, 0.34403427, 0.28953259, 0.11398699,
              0.02076395])                                               ,
       array([5.00074852e-07, 8.91410116e-06, 7.62949811e-05, 4.19320515e-04,
              1.67332152e-03, 9.97821649e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.06385107, 0.17267237, 0.2973113 , 0.27796745, 0.14300814,
              0.04518967])                                               ,
       array([2.50037426e-07, 4.70708801e-06, 4.26045411e-05, 2.47807748e-04,
              1.04632102e-03, 9.98658310e-01])                               ,
       array([0., 1.])], dtype=object)]",0.05660240265868713
28,2,5,treat,"[3.11998709e-05 6.03489916e-02 8.54761910e-01 8.48258713e-02
 3.20277025e-05 1.12114388e-21]","[2.00029941e-06 3.16558058e-05 2.39868013e-04 1.16589023e-03
 4.12163762e-03 9.94438948e-01]",[1.8195541e-32 1.0000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-13.520012822597296,2.7527037968253363,"[array([array([8.52710480e-03, 1.57831593e-01, 5.55923758e-01, 2.57364664e-01,
              2.03452060e-02, 7.67424778e-06])                               ,
       array([1.00014970e-06, 1.68280526e-05, 1.35761910e-04, 7.02879121e-04,
              2.64376393e-03, 9.96499767e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.028668  , 0.17799174, 0.41851128, 0.29563051, 0.07431394,
              0.00488453])                                               ,
       array([5.00074852e-07, 8.91410116e-06, 7.62949811e-05, 4.19320515e-04,
              1.67332152e-03, 9.97821649e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.04677268, 0.17593266, 0.3435764 , 0.29404231, 0.11765268,
              0.02202327])                                               ,
       array([2.50037426e-07, 4.70708801e-06, 4.26045411e-05, 2.47807748e-04,
              1.04632102e-03, 9.98658310e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.06021947, 0.16845179, 0.29641187, 0.28119393, 0.14656167,
              0.04716125])                                               ,
       array([1.25018713e-07, 2.47856272e-06, 2.36558146e-05, 1.45206145e-04,
              6.47064384e-04, 9.99181470e-01])                               ,
       array([0., 1.])], dtype=object)]",0.03840791300060495
29,3,5,treat,"[3.19542260e-18 7.66402290e-04 3.26270100e-01 6.60845404e-01
 1.21180527e-02 4.14011219e-08]","[1.00014970e-06 1.68280526e-05 1.35761910e-04 7.02879121e-04
 2.64376393e-03 9.96499767e-01]",[2.41595247e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-22.209605662470516,2.8600637310459027,"[array([array([1.07728091e-04, 4.63365483e-02, 2.95256837e-01, 4.89440808e-01,
              1.65952636e-01, 2.90544238e-03])                               ,
       array([5.00074852e-07, 8.91410116e-06, 7.62949811e-05, 4.19320515e-04,
              1.67332152e-03, 9.97821649e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00658512, 0.07018391, 0.26280634, 0.39746477, 0.22065829,
              0.04230157])                                               ,
       array([2.50037426e-07, 4.70708801e-06, 4.26045411e-05, 2.47807748e-04,
              1.04632102e-03, 9.98658310e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.01484596, 0.08193408, 0.23547531, 0.34036852, 0.23806788,
              0.08930825])                                               ,
       array([1.25018713e-07, 2.47856272e-06, 2.36558146e-05, 1.45206145e-04,
              6.47064384e-04, 9.99181470e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.02276507, 0.08735219, 0.21333245, 0.30086467, 0.24176888,
              0.13391674])                                               ,
       array([6.25093566e-08, 1.30179071e-06, 1.30671886e-05, 8.44309796e-05,
              3.96135264e-04, 9.99505002e-01])                               ,
       array([0., 1.])], dtype=object)]",0.025697134550535287
30,3,5,treat,"[2.64004868e-20 1.47144083e-04 1.13323055e-01 8.21878088e-01
 6.46414622e-02 1.02504948e-05]","[5.00074853e-07 8.91410116e-06 7.62949811e-05 4.19320515e-04
 1.67332152e-03 9.97821649e-01]",[1.89785454e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-27.05487384604,2.7132281877038933,"[array([array([2.06513349e-05, 1.59958312e-02, 1.85621777e-01, 5.45654042e-01,
              2.37194568e-01, 1.55131300e-02])                               ,
       array([2.50037426e-07, 4.70708801e-06, 4.26045411e-05, 2.47807748e-04,
              1.04632102e-03, 9.98658310e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00225851, 0.03594693, 0.19540805, 0.4160292 , 0.28011422,
              0.07024308])                                               ,
       array([1.25018713e-07, 2.47856272e-06, 2.36558146e-05, 1.45206145e-04,
              6.47064384e-04, 9.99181470e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.0067538 , 0.05020867, 0.18806157, 0.3440467 , 0.28331732,
              0.12761195])                                               ,
       array([6.25093566e-08, 1.30179071e-06, 1.30671886e-05, 8.44309796e-05,
              3.96135264e-04, 9.99505002e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.01216621, 0.05909102, 0.17683144, 0.29810863, 0.27607955,
              0.17772315])                                               ,
       array([3.12546783e-08, 6.82150036e-07, 7.18448968e-06, 4.87490841e-05,
              2.40283122e-04, 9.99703070e-01])                               ,
       array([0., 1.])], dtype=object)]",0.016968684785427166
31,2,5,treat,"[4.68599739e-21 4.70323713e-05 6.59657002e-02 8.48390003e-01
 8.55465885e-02 5.06760709e-05]","[2.50037426e-07 4.70708801e-06 4.26045411e-05 2.47807748e-04
 1.04632102e-03 9.98658310e-01]",[1.82393339e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-28.47350515790511,2.6589613121933064,"[array([array([6.59452970e-06, 9.27837476e-03, 1.59856948e-01, 5.53719214e-01,
              2.56571910e-01, 2.05669584e-02])                               ,
       array([1.25018713e-07, 2.47856272e-06, 2.36558146e-05, 1.45206145e-04,
              6.47064384e-04, 9.99181470e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00130518, 0.02815406, 0.17891786, 0.41757511, 0.29479976,
              0.07924803])                                               ,
       array([6.25093566e-08, 1.30179071e-06, 1.30671886e-05, 8.44309796e-05,
              3.96135264e-04, 9.99505002e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00493573, 0.04282982, 0.17617004, 0.34310724, 0.29406784,
              0.13888933])                                               ,
       array([3.12546783e-08, 6.82150036e-07, 7.18448968e-06, 4.87490841e-05,
              2.40283122e-04, 9.99703070e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.0097494 , 0.05240978, 0.16754995, 0.29617783, 0.28410416,
              0.19000887])                                               ,
       array([1.56273391e-08, 3.56702357e-07, 3.93331986e-06, 2.79667869e-05,
              1.44516103e-04, 9.99823211e-01])                               ,
       array([0., 1.])], dtype=object)]",0.011068947356071583
32,3,5,treat,"[4.16316830e-08 7.56170286e-03 5.62513110e-01 4.28896130e-01
 1.02901550e-03 1.05988808e-17]","[1.25018713e-07 2.47856272e-06 2.36558146e-05 1.45206145e-04
 6.47064384e-04 9.99181470e-01]",[2.85398105e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-18.463007972955126,2.9123458164829668,"[array([array([1.05964412e-03, 8.35120058e-02, 4.10631820e-01, 4.01000316e-01,
              1.03549307e-01, 2.46906910e-04])                               ,
       array([6.25093566e-08, 1.30179072e-06, 1.30671886e-05, 8.44309796e-05,
              3.96135264e-04, 9.99505002e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.01250351, 0.10954828, 0.33078476, 0.36164538, 0.16045734,
              0.02506072])                                               ,
       array([3.12546783e-08, 6.82150036e-07, 7.18448968e-06, 4.87490841e-05,
              2.40283122e-04, 9.99703070e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.02484474, 0.11724278, 0.2820143 , 0.32606383, 0.18977671,
              0.06005765])                                               ,
       array([1.56273392e-08, 3.56702357e-07, 3.93331986e-06, 2.79667869e-05,
              1.44516103e-04, 9.99823211e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.03529949, 0.11814086, 0.24863921, 0.29640853, 0.2043198 ,
              0.09719212])                                               ,
       array([7.81366958e-09, 1.86164848e-07, 2.14501111e-06, 1.59500534e-05,
              8.62414449e-05, 9.99895470e-01])                               ,
       array([0., 1.])], dtype=object)]",0.0071388283497144855
33,3,5,treat,"[7.81429439e-19 6.15855255e-17 3.79698323e-03 4.78198396e-01
 5.17719666e-01 2.84954427e-04]","[6.25093567e-08 1.30179072e-06 1.30671886e-05 8.44309796e-05
 3.96135264e-04 9.99505002e-01]",[2.99924258e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-45.01222135124238,2.606234547806673,"[array([array([9.22065444e-18, 5.31871653e-04, 6.93387640e-02, 3.69893838e-01,
              4.35754948e-01, 1.24480578e-01])                               ,
       array([3.12546784e-08, 6.82150036e-07, 7.18448968e-06, 4.87490841e-05,
              2.40283122e-04, 9.99703070e-01])                               ,
       array([0., 1.])], dtype=object), array([array([7.44866000e-05, 1.00403763e-02, 9.49180657e-02, 3.06990168e-01,
              3.76356795e-01, 2.11620108e-01])                               ,
       array([1.56273392e-08, 3.56702357e-07, 3.93331986e-06, 2.79667869e-05,
              1.44516103e-04, 9.99823211e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00146254, 0.01953388, 0.10424431, 0.26580858, 0.33664197,
              0.27230872])                                               ,
       array([7.81366959e-09, 1.86164848e-07, 2.14501111e-06, 1.59500534e-05,
              8.62414449e-05, 9.99895470e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.0038466 , 0.02705771, 0.10653599, 0.23695209, 0.31063476,
              0.31497286])                                               ,
       array([3.90683480e-09, 9.69892589e-08, 1.16558798e-06, 9.04753224e-06,
              5.10957492e-05, 9.99938590e-01])                               ,
       array([0., 1.])], dtype=object)]",0.0045556528569397
34,3,5,treat,"[3.27247663e-32 2.06497489e-06 3.25374275e-02 7.59404435e-01
 2.07519136e-01 5.36936549e-04]","[3.12546785e-08 6.82150036e-07 7.18448968e-06 4.87490841e-05
 2.40283122e-04 9.99703070e-01]",[2.08047607e-32 1.00000000e+00],"[[1 1 1]
 [1 1 1]
 [1 1 1]
 [1 1 1]]",-33.398707314625405,2.6813607813826508,"[array([array([2.89191872e-07, 4.55802307e-03, 1.26524542e-01, 5.07681308e-01,
              3.10973613e-01, 5.02622251e-02])                               ,
       array([1.56273392e-08, 3.56702357e-07, 3.93331986e-06, 2.79667869e-05,
              1.44516103e-04, 9.99823211e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00063847, 0.02054287, 0.15062639, 0.38866369, 0.32167442,
              0.11785416])                                               ,
       array([7.81366962e-09, 1.86164848e-07, 2.14501111e-06, 1.59500534e-05,
              8.62414449e-05, 9.99895470e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00336157, 0.03397974, 0.1527363 , 0.32215681, 0.30921327,
              0.17855232])                                               ,
       array([3.90683481e-09, 9.69892589e-08, 1.16558798e-06, 9.04753224e-06,
              5.10957492e-05, 9.99938590e-01])                               ,
       array([0., 1.])], dtype=object), array([array([0.00731229, 0.04325854, 0.14795567, 0.27968435, 0.2940259 ,
              0.22776325])                                               ,
       array([1.95341740e-09, 5.04480469e-08, 6.31288618e-07, 5.10656011e-06,
              3.00716407e-05, 9.99964138e-01])                               ,
       array([0., 1.])], dtype=object)]",0.0028786681981217417
